match_id,venue,match_type,city,date,full_league,team_one,team_two,inn_one,inn_two,winner,margin,inn_one_score,inn_one_wickets,inn_two_score,inn_two_wickets
1227880,"Queen's Park Oval, Port of Spain, Trinidad",16th Match (D/N),Port of Spain,2020-08-27,Caribbean Premier League,Guyana Amazon Warriors,Trinbago Knight Riders,112/7,115/3,Trinbago Knight Riders,7 wickets,112,7,115,3
1227879,"Queen's Park Oval, Port of Spain, Trinidad",15th Match,Port of Spain,2020-08-27,Caribbean Premier League,St Kitts and Nevis Patriots,St Lucia Zouks,110/9,111/4,St Lucia Zouks,6 wickets,110,9,111,4
1227878,"Queen's Park Oval, Port of Spain, Trinidad",14th Match (D/N),Port of Spain,2020-08-26,Caribbean Premier League,Barbados Tridents,Jamaica Tallawahs,148/7,112/9,Barbados Tridents,36 runs,148,7,112,9
1227877,"Queen's Park Oval, Port of Spain, Trinidad",13th Match,Port of Spain,2020-08-26,Caribbean Premier League,St Lucia Zouks,Trinbago Knight Riders,111/6,72/4,Trinbago Knight Riders,6 wickets,111,6,72,4
1227876,"Queen's Park Oval, Port of Spain, Trinidad",12th Match (D/N),Port of Spain,2020-08-25,Caribbean Premier League,Guyana Amazon Warriors,Jamaica Tallawahs,108/9,113/5,Jamaica Tallawahs,5 wickets,108,9,113,5
1227875,"Queen's Park Oval, Port of Spain, Trinidad",11th Match,Port of Spain,2020-08-25,Caribbean Premier League,Barbados Tridents,St Kitts and Nevis Patriots,151/7,152/4,St Kitts and Nevis Patriots,6 wickets,151,7,152,4
1227874,"Brian Lara Stadium, Tarouba, Trinidad",10th Match,Tarouba,2020-08-23,Caribbean Premier League,St Lucia Zouks,Guyana Amazon Warriors,144/7,134/8,St Lucia Zouks,10 runs,144,7,134,8
1227873,"Brian Lara Stadium, Tarouba, Trinidad",9th Match,Tarouba,2020-08-23,Caribbean Premier League,Trinbago Knight Riders,Barbados Tridents,185/3,166/6,Trinbago Knight Riders,19 runs,185,3,166,6
1227872,"Brian Lara Stadium, Tarouba, Trinidad",8th Match,Tarouba,2020-08-22,Caribbean Premier League,Guyana Amazon Warriors,Jamaica Tallawahs,118,104/7,Guyana Amazon Warriors,14 runs,118,10,104,7
1227871,"Brian Lara Stadium, Tarouba, Trinidad",7th Match,Tarouba,2020-08-22,Caribbean Premier League,St Lucia Zouks,St Kitts and Nevis Patriots,172/6,162/8,St Lucia Zouks,10 runs,172,6,162,8
1227870,"Brian Lara Stadium, Tarouba, Trinidad",6th Match (D/N),Tarouba,2020-08-20,Caribbean Premier League,Jamaica Tallawahs,Trinbago Knight Riders,135/8,136/3,Trinbago Knight Riders,7 wickets,135,8,136,3
1227869,"Brian Lara Stadium, Tarouba, Trinidad",5th Match,Tarouba,2020-08-20,Caribbean Premier League,Barbados Tridents,St Lucia Zouks,131/7,50/3,St Lucia Zouks,7 wickets,131,7,50,3
1227868,"Brian Lara Stadium, Tarouba, Trinidad",4th Match (D/N),Tarouba,2020-08-19,Caribbean Premier League,St Kitts and Nevis Patriots,Guyana Amazon Warriors,127/8,131/7,Guyana Amazon Warriors,3 wickets,127,8,131,7
1227867,"Brian Lara Stadium, Tarouba, Trinidad",3rd Match,Tarouba,2020-08-19,Caribbean Premier League,St Lucia Zouks,Jamaica Tallawahs,158/7,160/5,Jamaica Tallawahs,5 wickets,158,7,160,5
1227866,"Brian Lara Stadium, Tarouba, Trinidad",2nd Match (D/N),Tarouba,2020-08-18,Caribbean Premier League,Barbados Tridents,St Kitts and Nevis Patriots,153/9,147/5,Barbados Tridents,6 runs,153,9,147,5
1227865,"Brian Lara Stadium, Tarouba, Trinidad",1st Match,Tarouba,2020-08-18,Caribbean Premier League,Guyana Amazon Warriors,Trinbago Knight Riders,144/5,147/6,Trinbago Knight Riders,4 wickets,144,5,147,6
