match_id,venue,match_type,city,date,full_league,team_one,team_two,inn_one,inn_two,winner,margin,inn_one_score,inn_one_wickets,inn_two_score,inn_two_wickets
743195,"Warner Park, Basseterre, St Kitts",Final (D/N),Basseterre,2014-08-16,Caribbean Premier League,Barbados Tridents,Guyana Amazon Warriors,152/6,107/4,Barbados Tridents,8 runs,152,6,107,4
743193,"Warner Park, Basseterre, St Kitts",2nd Semi-Final (D/N),Basseterre,2014-08-14,Caribbean Premier League,Jamaica Tallawahs,Guyana Amazon Warriors,134/6,138/0,Guyana Amazon Warriors,10 wickets,134,6,138,0
743191,"Warner Park, Basseterre, St Kitts",1st Semi-Final (D/N),Basseterre,2014-08-13,Caribbean Premier League,Trinidad & Tobago Red Steel,Jamaica Tallawahs,155/6,158/6,Jamaica Tallawahs,4 wickets,155,6,158,6
743189,"Warner Park, Basseterre, St Kitts",27th Match,Basseterre,2014-08-10,Caribbean Premier League,Barbados Tridents,Jamaica Tallawahs,175/8,87,Barbados Tridents,88 runs,175,8,87,10
743187,"Warner Park, Basseterre, St Kitts",26th Match,Basseterre,2014-08-10,Caribbean Premier League,St Lucia Zouks,Guyana Amazon Warriors,189/7,194/2,Guyana Amazon Warriors,8 wickets,189,7,194,2
743185,"Warner Park, Basseterre, St Kitts",25th Match,Basseterre,2014-08-09,Caribbean Premier League,Trinidad & Tobago Red Steel,Antigua Hawksbills,113,114/5,Antigua Hawksbills,5 wickets,113,10,114,5
743183,"Warner Park, Basseterre, St Kitts",24th Match,Basseterre,2014-08-09,Caribbean Premier League,Jamaica Tallawahs,St Lucia Zouks,143,144/3,St Lucia Zouks,7 wickets,143,10,144,3
743181,"Warner Park, Basseterre, St Kitts",23rd Match (N),Basseterre,2014-08-08,Caribbean Premier League,Barbados Tridents,Trinidad & Tobago Red Steel,174/5,105,Barbados Tridents,69 runs,174,5,105,10
743179,"Warner Park, Basseterre, St Kitts",22nd Match,Basseterre,2014-08-07,Caribbean Premier League,Guyana Amazon Warriors,Antigua Hawksbills,212/5,193/3,Guyana Amazon Warriors,19 runs,212,5,193,3
743177,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",21st Match,Gros Islet,2014-08-03,Caribbean Premier League,Antigua Hawksbills,St Lucia Zouks,103/6,108/5,St Lucia Zouks,5 wickets,103,6,108,5
743175,"Sabina Park, Kingston, Jamaica",20th Match,Kingston,2014-08-03,Caribbean Premier League,Jamaica Tallawahs,Barbados Tridents,147/8,128/6,Jamaica Tallawahs,19 runs,147,8,128,6
743173,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",19th Match,Gros Islet,2014-08-02,Caribbean Premier League,St Lucia Zouks,Trinidad & Tobago Red Steel,117,119/2,Trinidad & Tobago Red Steel,8 wickets,117,10,119,2
