match_id,venue,match_type,city,date,full_league,team_one,team_two,inn_one,inn_two,winner,margin,inn_one_score,inn_one_wickets,inn_two_score,inn_two_wickets
1148680,"Brian Lara Stadium, Tarouba, Trinidad",Final (D/N),Tarouba,2018-09-16,Caribbean Premier League,Guyana Amazon Warriors,Trinbago Knight Riders,147/9,150/2,Trinbago Knight Riders,8 wickets,147,9,150,2
1148679,"Brian Lara Stadium, Tarouba, Trinidad",Qualifier 2 (N),Tarouba,2018-09-15,Caribbean Premier League,Trinbago Knight Riders,St Kitts and Nevis Patriots,165/6,145/8,Trinbago Knight Riders,20 runs,165,6,145,8
1148678,"Providence Stadium, Guyana",Eliminator (N),Providence,2018-09-12,Caribbean Premier League,Jamaica Tallawahs,St Kitts and Nevis Patriots,191/5,193/8,St Kitts and Nevis Patriots,2 wickets,191,5,193,8
1148677,"Providence Stadium, Guyana",Qualifier 1 (N),Providence,2018-09-11,Caribbean Premier League,Trinbago Knight Riders,Guyana Amazon Warriors,122/7,126/8,Guyana Amazon Warriors,2 wickets,122,7,126,8
1148676,"Providence Stadium, Guyana",30th Match (N),Providence,2018-09-09,Caribbean Premier League,Trinbago Knight Riders,Guyana Amazon Warriors,154/7,158/4,Guyana Amazon Warriors,6 wickets,154,7,158,4
1148675,"Providence Stadium, Guyana",29th Match (N),Providence,2018-09-09,Caribbean Premier League,Guyana Amazon Warriors,Jamaica Tallawahs,173/6,177/2,Jamaica Tallawahs,8 wickets,173,6,177,2
1148674,"Queen's Park Oval, Port of Spain, Trinidad",28th Match (N),Port of Spain,2018-09-08,Caribbean Premier League,Trinbago Knight Riders,Barbados Tridents,180/5,171/5,Trinbago Knight Riders,9 runs,180,5,171,5
1148673,"Queen's Park Oval, Port of Spain, Trinidad",27th Match (N),Port of Spain,2018-09-06,Caribbean Premier League,Trinbago Knight Riders,Guyana Amazon Warriors,170/7,103,Trinbago Knight Riders,67 runs,170,7,103,10
1148672,"Warner Park, Basseterre, St Kitts",26th Match (N),Basseterre,2018-09-04,Caribbean Premier League,Barbados Tridents,St Kitts and Nevis Patriots,168/5,169/8,St Kitts and Nevis Patriots,2 wickets,168,5,169,8
1148671,"Warner Park, Basseterre, St Kitts",25th Match (N),Basseterre,2018-09-02,Caribbean Premier League,Jamaica Tallawahs,St Kitts and Nevis Patriots,206/6,118/3,St Kitts and Nevis Patriots,7 wickets,206,6,118,3
1148670,"Kensington Oval, Bridgetown, Barbados",24th Match,Bridgetown,2018-09-02,Caribbean Premier League,Barbados Tridents,St Lucia Stars,135/7,136/4,Melbourne Stars,6 wickets,135,7,136,4
1148669,"Warner Park, Basseterre, St Kitts",23rd Match (N),Basseterre,2018-09-01,Caribbean Premier League,Trinbago Knight Riders,St Kitts and Nevis Patriots,199/4,153/8,Trinbago Knight Riders,46 runs,199,4,153,8
1148668,"Kensington Oval, Bridgetown, Barbados",22nd Match (N),Bridgetown,2018-09-01,Caribbean Premier League,Barbados Tridents,Guyana Amazon Warriors,165/7,168/2,Guyana Amazon Warriors,8 wickets,165,7,168,2
1148667,"Warner Park, Basseterre, St Kitts",21st Match (N),Basseterre,2018-08-30,Caribbean Premier League,St Kitts and Nevis Patriots,St Lucia Stars,,,,,,,,
1148666,"Kensington Oval, Bridgetown, Barbados",20th Match (N),Bridgetown,2018-08-30,Caribbean Premier League,Barbados Tridents,Jamaica Tallawahs,151/9,153/5,Jamaica Tallawahs,5 wickets,151,9,153,5
1148665,"Warner Park, Basseterre, St Kitts",19th Match (N),Basseterre,2018-08-28,Caribbean Premier League,St Kitts and Nevis Patriots,Guyana Amazon Warriors,168/7,169/6,Guyana Amazon Warriors,4 wickets,168,7,169,6
1148664,"Kensington Oval, Bridgetown, Barbados",18th Match (N),Bridgetown,2018-08-26,Caribbean Premier League,Barbados Tridents,Trinbago Knight Riders,128/8,130/6,Trinbago Knight Riders,4 wickets,128,8,130,6
1148663,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",17th Match (N),Gros Islet,2018-08-26,Caribbean Premier League,Jamaica Tallawahs,St Lucia Stars,204/5,183/8,Jamaica Tallawahs,21 runs,204,5,183,8
1148662,"Kensington Oval, Bridgetown, Barbados",16th Match (D/N),Bridgetown,2018-08-25,Caribbean Premier League,Barbados Tridents,St Kitts and Nevis Patriots,147/6,148/4,St Kitts and Nevis Patriots,6 wickets,147,6,148,4
1148661,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",15th Match (N),Gros Islet,2018-08-25,Caribbean Premier League,Guyana Amazon Warriors,St Lucia Stars,140/9,141/4,Melbourne Stars,6 wickets,140,9,141,4
1148660,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",14th Match (N),Lauderhill,2018-08-22,Caribbean Premier League,Barbados Tridents,Jamaica Tallawahs,156/6,154/3,Barbados Tridents,2 runs,156,6,154,3
1148659,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",13th Match (N),Gros Islet,2018-08-21,Caribbean Premier League,St Lucia Stars,St Kitts and Nevis Patriots,69,70/3,St Kitts and Nevis Patriots,7 wickets,69,10,70,3
1148658,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",12th Match (N),Lauderhill,2018-08-19,Caribbean Premier League,Jamaica Tallawahs,Trinbago Knight Riders,182/5,184/6,Trinbago Knight Riders,4 wickets,182,5,184,6
1148657,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",11th Match (N),Lauderhill,2018-08-19,Caribbean Premier League,Guyana Amazon Warriors,Jamaica Tallawahs,209/7,138,Guyana Amazon Warriors,71 runs,209,7,138,10
1148656,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",10th Match (N),Gros Islet,2018-08-18,Caribbean Premier League,St Lucia Stars,Barbados Tridents,226/6,188/6,Melbourne Stars,38 runs,226,6,188,6
1148655,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",9th Match (N),Gros Islet,2018-08-17,Caribbean Premier League,St Lucia Stars,Trinbago Knight Riders,212/2,218/5,Trinbago Knight Riders,5 wickets,212,2,218,5
1148654,"Sabina Park, Kingston, Jamaica",8th Match (N),Kingston,2018-08-15,Caribbean Premier League,Jamaica Tallawahs,St Kitts and Nevis Patriots,178/4,131/9,Jamaica Tallawahs,47 runs,178,4,131,9
1148653,"Sabina Park, Kingston, Jamaica",7th Match (N),Kingston,2018-08-14,Caribbean Premier League,St Lucia Stars,Jamaica Tallawahs,175,176/4,Jamaica Tallawahs,6 wickets,175,10,176,4
1148652,"Providence Stadium, Guyana",6th Match (N),Providence,2018-08-12,Caribbean Premier League,Barbados Tridents,Guyana Amazon Warriors,185/4,155/8,Barbados Tridents,30 runs,185,4,155,8
1148651,"Queen's Park Oval, Port of Spain, Trinidad",5th Match (N),Port of Spain,2018-08-12,Caribbean Premier League,St Kitts and Nevis Patriots,Trinbago Knight Riders,203/7,161/8,St Kitts and Nevis Patriots,42 runs,203,7,161,8
1148650,"Providence Stadium, Guyana",4th Match (D/N),Providence,2018-08-11,Caribbean Premier League,Guyana Amazon Warriors,St Lucia Stars,141/4,138/7,Guyana Amazon Warriors,3 runs,141,4,138,7
