match_id,venue,match_type,city,date,full_league,team_one,team_two,inn_one,inn_two,winner,margin,inn_one_score,inn_one_wickets,inn_two_score,inn_two_wickets
1094705,"Brian Lara Stadium, Tarouba, Trinidad",Final (N),Tarouba,2017-09-10,Caribbean Premier League,St Kitts and Nevis Patriots,Trinbago Knight Riders,135/6,136/7,Trinbago Knight Riders,3 wickets,135,6,136,7
1094704,"Brian Lara Stadium, Tarouba, Trinidad",Qualifier 2 (N),Tarouba,2017-09-08,Caribbean Premier League,Guyana Amazon Warriors,Trinbago Knight Riders,159/6,160/4,Trinbago Knight Riders,6 wickets,159,6,160,4
1094703,"Brian Lara Stadium, Tarouba, Trinidad",Eliminator (N),Tarouba,2017-09-07,Caribbean Premier League,Jamaica Tallawahs,Guyana Amazon Warriors,168/8,169/5,Guyana Amazon Warriors,5 wickets,168,8,169,5
1094702,"Brian Lara Stadium, Tarouba, Trinidad",Qualifier 1 (N),Tarouba,2017-09-06,Caribbean Premier League,St Kitts and Nevis Patriots,Trinbago Knight Riders,149/7,111,St Kitts and Nevis Patriots,38 runs,149,7,111,10
1094701,"Kensington Oval, Bridgetown, Barbados",30th Match (N),Bridgetown,2017-09-03,Caribbean Premier League,Barbados Tridents,St Kitts and Nevis Patriots,128/9,129/0,St Kitts and Nevis Patriots,10 wickets,128,9,129,0
1094700,"Kensington Oval, Bridgetown, Barbados",29th Match (N),Bridgetown,2017-09-03,Caribbean Premier League,Barbados Tridents,Trinbago Knight Riders,136/9,120,Barbados Tridents,16 runs,136,9,120,10
1094699,"Sabina Park, Kingston, Jamaica",28th Match (N),Kingston,2017-09-02,Caribbean Premier League,Jamaica Tallawahs,Guyana Amazon Warriors,149/7,150/1,Guyana Amazon Warriors,9 wickets,149,7,150,1
1094698,"Kensington Oval, Bridgetown, Barbados",27th Match (N),Bridgetown,2017-09-01,Caribbean Premier League,Barbados Tridents,St Lucia Stars,195/4,166/4,Barbados Tridents,29 runs,195,4,166,4
1094697,"Sabina Park, Kingston, Jamaica",26th Match (N),Kingston,2017-08-30,Caribbean Premier League,Jamaica Tallawahs,St Kitts and Nevis Patriots,157/5,116,Jamaica Tallawahs,41 runs,157,5,116,10
1094696,"Kensington Oval, Bridgetown, Barbados",25th Match (N),Bridgetown,2017-08-29,Caribbean Premier League,Guyana Amazon Warriors,Barbados Tridents,158/8,59,Guyana Amazon Warriors,99 runs,158,8,59,10
