name,overseas,withdrawn,role,keeper,batting_type,bowling_type,team,year,batting_hand,bowling_arm,bowling_speed,spin_type
Sherfane Rutherford,False,False,Middle-order batsman,False,Left-hand bat,seam,Guyana Amazon Warriors,2020,L,R,fast,
Odean Smith,False,False,Bowler,False,Right-hand bat,seam,Guyana Amazon Warriors,2020,R,R,med,
Ross Taylor,True,False,Middle-order batsman,False,Right-hand bat,spin,Guyana Amazon Warriors,2020,R,R,slow,os
Qais Ahmad,False,True,Bowler,False,Right-hand bat,spin,Guyana Amazon Warriors,2020,R,R,slow,ls
Rovman Powell,False,False,Middle-order batsman,False,Right-hand bat,seam,Jamaica Tallawahs,2020,R,R,med,
Asif Ali,True,False,Middle-order batsman,False,Right-hand bat,seam,Jamaica Tallawahs,2020,R,R,med,
Jermaine Blackwood,False,False,Middle-order batsman,False,Right-hand bat,spin,Jamaica Tallawahs,2020,R,R,slow,os
Nkrumah Bonner,False,False,Allrounder,False,Right-hand bat,spin,Jamaica Tallawahs,2020,R,R,slow,ls
Carlos Brathwaite,False,False,Allrounder,False,Right-hand bat,seam,Jamaica Tallawahs,2020,R,R,fast,
Fidel Edwards,False,False,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2020,R,R,fast,
Sandeep Lamichhane,True,False,Bowler,False,Right-hand bat,spin,Jamaica Tallawahs,2020,R,R,slow,ls
Ramaal Lewis,False,False,Bowler,False,Right-hand bat,spin,Jamaica Tallawahs,2020,R,R,slow,os
Preston McSween,False,False,Bowler,False,Right-hand bat,seam,Jamaica Tallawahs,2020,R,L,fast,
Mujeeb Ur Rahman,True,False,Bowler,False,Right-hand bat,spin,Jamaica Tallawahs,2020,R,R,slow,os
Veerasammy Permaul,False,False,Bowler,False,Right-hand bat,spin,Jamaica Tallawahs,2020,R,L,slow,sla
Ryan Persaud,False,False,Bowler,False,Right-hand bat,spin,Jamaica Tallawahs,2020,R,R,slow,ls
Glenn Phillips,True,False,Wicketkeeper batsman,True,Right-hand bat,,Jamaica Tallawahs,2020,R,,,
Andre Russell,False,False,Allrounder,False,Right-hand bat,seam,Jamaica Tallawahs,2020,R,R,fast,
Oshane Thomas,False,False,Bowler,False,Left-hand bat,seam,Jamaica Tallawahs,2020,L,R,fast,
Chadwick Walton,False,False,Top-order batsman,False,Right-hand bat,,Jamaica Tallawahs,2020,R,,,
Andre McCarthy,False,True,Middle-order batsman,False,Right-hand bat,spin,Jamaica Tallawahs,2020,R,R,slow,os
Tabraiz Shamsi,False,True,Bowler,False,Right-hand bat,spin,Jamaica Tallawahs,2020,R,L,slow,lls
Rayad Emrit,False,False,Bowling allrounder,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2020,R,R,med,
Sheldon Cottrell,False,False,Bowler,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2020,R,L,fast,
Joshua Da Silva,False,False,Wicketkeeper batsman,True,Right-hand bat,,St Kitts and Nevis Patriots,2020,R,,,
Ben Dunk,True,False,Wicketkeeper batsman,True,Left-hand bat,spin,St Kitts and Nevis Patriots,2020,L,R,slow,os
Jahmar Hamilton,False,False,Wicketkeeper batsman,True,Right-hand bat,,St Kitts and Nevis Patriots,2020,R,,,
Jon-Russ Jaggesar,False,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2020,R,R,slow,os
Alzarri Joseph,False,False,Bowler,False,Right-hand bat,seam,St Kitts and Nevis Patriots,2020,R,R,fast,
Imran Khan,False,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2020,R,R,slow,ls
Evin Lewis,False,False,Opening batsman,False,Left-hand bat,,St Kitts and Nevis Patriots,2020,L,,,
Chris Lynn,True,False,Batsman,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2020,R,L,slow,sla
Kieran Powell,False,False,Opening batsman,False,Left-hand bat,seam,St Kitts and Nevis Patriots,2020,L,R,med,
Denesh Ramdin,False,False,Wicketkeeper batsman,True,Right-hand bat,,St Kitts and Nevis Patriots,2020,R,,,
Ish Sodhi,True,False,Bowler,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2020,R,R,slow,ls
Sohail Tanvir,True,False,Bowler,False,Left-hand bat,seam,St Kitts and Nevis Patriots,2020,L,L,med,
Fabian Allen,False,True,Bowling allrounder,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2020,R,L,slow,sla
Sunny Sohal,False,True,Batsman,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2020,R,R,slow,ls
Rassie van der Dussen,False,True,Top-order batsman,False,Right-hand bat,spin,St Kitts and Nevis Patriots,2020,R,R,slow,ls
Daren Sammy,False,False,Allrounder,False,Right-hand bat,seam,St Lucia Zouks,2020,R,R,med,
Roston Chase,False,False,Allrounder,False,Right-hand bat,spin,St Lucia Zouks,2020,R,R,slow,os
Rahkeem Cornwall,False,False,Allrounder,False,Right-hand bat,spin,St Lucia Zouks,2020,R,R,slow,os
Andre Fletcher,False,False,Top-order batsman,False,Right-hand bat,seam,St Lucia Zouks,2020,R,R,med,
Kavem Hodge,False,False,Allrounder,False,Right-hand bat,spin,St Lucia Zouks,2020,R,L,slow,sla
Chemar Holder,False,False,Bowler,False,Right-hand bat,seam,St Lucia Zouks,2020,R,R,fast,
Scott Kuggeleijn,True,False,Bowling allrounder,False,Right-hand bat,seam,St Lucia Zouks,2020,R,R,fast,
Mohammad Nabi,True,False,Allrounder,False,Right-hand bat,spin,St Lucia Zouks,2020,R,R,slow,os
Najibullah Zadran,True,False,Middle-order batsman,False,Left-hand bat,spin,St Lucia Zouks,2020,L,R,slow,os
Saad Bin Zafar,True,False,Allrounder,False,Left-hand bat,spin,St Lucia Zouks,2020,L,L,slow,sla
Kesrick Williams,False,False,Bowler,False,Right-hand bat,seam,St Lucia Zouks,2020,R,R,fast,
Zahir Khan,True,False,Bowler,False,Left-hand bat,spin,St Lucia Zouks,2020,L,L,slow,lls
Colin Ingram,False,True,Top-order batsman,False,Left-hand bat,spin,St Lucia Zouks,2020,L,R,slow,ls
Anrich Nortje,False,True,Bowler,False,Right-hand bat,seam,St Lucia Zouks,2020,R,R,fast,
Rilee Rossouw,False,True,Top-order batsman,False,Left-hand bat,spin,St Lucia Zouks,2020,L,R,slow,os
Kieron Pollard,False,False,Allrounder,False,Right-hand bat,seam,Trinbago Knight Riders,2020,R,R,med,
Ali Khan,True,False,Bowler,False,Right-hand bat,seam,Trinbago Knight Riders,2020,R,R,fast,
Dwayne Bravo,False,False,Allrounder,False,Right-hand bat,seam,Trinbago Knight Riders,2020,R,R,med,
Darren Bravo,False,False,Top-order batsman,False,Left-hand bat,seam,Trinbago Knight Riders,2020,L,R,med,
Fawad Ahmed,True,False,Bowler,False,Right-hand bat,spin,Trinbago Knight Riders,2020,R,R,slow,ls
Akeal Hosein,False,False,Bowler,False,Left-hand bat,spin,Trinbago Knight Riders,2020,L,L,slow,sla
Amir Jangoo,False,False,Wicketkeeper batsman,True,Left-hand bat,,Trinbago Knight Riders,2020,L,,,
Jayden Seales,False,False,Bowler,False,Left-hand bat,seam,Trinbago Knight Riders,2020,L,R,med,
Colin Munro,True,False,Opening batsman,False,Left-hand bat,seam,Trinbago Knight Riders,2020,L,R,med,
Sunil Narine,False,False,Bowling allrounder,False,Left-hand bat,spin,Trinbago Knight Riders,2020,L,R,slow,os
Anderson Phillip,False,False,Bowler,False,Right-hand bat,seam,Trinbago Knight Riders,2020,R,R,fast,
Tim Seifert,True,False,Wicketkeeper batsman,True,Right-hand bat,,Trinbago Knight Riders,2020,R,,,
Sikandar Raza,True,False,Batting allrounder,False,Right-hand bat,spin,Trinbago Knight Riders,2020,R,R,slow,os
Lendl Simmons,False,False,Top-order batsman,False,Right-hand bat,seam,Trinbago Knight Riders,2020,R,R,med,
Pravin Tambe,True,False,Bowler,False,Right-hand bat,spin,Trinbago Knight Riders,2020,R,R,slow,ls
