name,overseas,withdrawn,role,keeper,batting,bowling,team,year,batting_hand,bowling_arm,bowling_speed,bowling_type,spin_type
Bhargav Bhatt,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Kings XI Punjab,2012,L,L,slow,spin,sla
Bipul Sharma,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Kings XI Punjab,2012,L,L,slow,spin,sla
Piyush Chawla,False,False,Bowling allrounder,False,Left-hand bat,Legbreak,Kings XI Punjab,2012,L,R,slow,spin,ls
Ben Cutting,False,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Kings XI Punjab,2012,R,R,fast,seam,
Paras Dogra,False,False,Batsman,False,Right-hand bat,Legbreak,Kings XI Punjab,2012,R,R,slow,spin,ls
James Faulkner,False,False,Bowling allrounder,False,Right-hand bat,Left-arm fast-medium,Kings XI Punjab,2012,R,L,fast,seam,
Gurkeerat Singh Mann,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2012,R,R,slow,spin,os
Harmeet Singh,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2012,R,R,med,seam,
Ryan Harris,False,False,Bowler,False,Right-hand bat,Right-arm fast,Kings XI Punjab,2012,R,R,fast,seam,
David Hussey,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2012,R,R,slow,spin,os
Praveen Kumar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2012,R,R,med,seam,
Vikramjeet Malik,False,False,Bowler,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2012,R,R,med,seam,
Mandeep Singh,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2012,R,R,med,seam,
Shaun Marsh,False,False,Top-order batsman,False,Left-hand bat,Slow left-arm orthodox,Kings XI Punjab,2012,L,L,slow,spin,sla
Dimitri Mascarenhas,False,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Kings XI Punjab,2012,R,R,fast,seam,
David Miller,False,False,Middle-order batsman,False,Left-hand bat,Right-arm offbreak,Kings XI Punjab,2012,L,R,slow,spin,os
Abhishek Nayar,False,False,Allrounder,False,Left-hand bat,Right-arm medium,Kings XI Punjab,2012,L,R,med,seam,
Ramesh Powar,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Kings XI Punjab,2012,R,R,slow,spin,os
Nathan Rimmington,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Kings XI Punjab,2012,R,R,fast,seam,
Nitin Saini,False,False,,False,Right-hand bat,,Kings XI Punjab,2012,R,,,,
Shalabh Srivastava,False,False,Bowler,False,Right-hand bat,Left-arm fast-medium,Kings XI Punjab,2012,R,L,fast,seam,
Paul Valthaty,False,False,Batsman,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2012,R,R,med,seam,
Stuart Broad,False,True,Bowler,False,Left-hand bat,Right-arm fast-medium,Kings XI Punjab,2012,L,R,fast,seam,
Rajagopal Sathish,False,True,Allrounder,False,Right-hand bat,Right-arm medium,Kings XI Punjab,2012,R,R,med,seam,
Gautam Gambhir,False,False,Top-order batsman,False,Left-hand bat,Legbreak,Kolkata Knight Riders,2012,L,R,slow,spin,ls
Sarabjit Ladda,False,False,Bowler,False,Right-hand bat,Legbreak,Kolkata Knight Riders,2012,R,R,slow,spin,ls
Lakshmipathy Balaji,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Kolkata Knight Riders,2012,R,R,med,seam,
Rajat Bhatia,False,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Kolkata Knight Riders,2012,R,R,med,seam,
Manvinder  Bisla,False,False,Wicketkeeper,True,Right-hand bat,,Kolkata Knight Riders,2012,R,,,,
Debabrata Das,False,False,,False,Right-hand bat,Legbreak googly,Kolkata Knight Riders,2012,R,R,slow,spin,ls
Marchant de Lange,False,False,Bowler,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2012,R,R,fast,seam,
Brad Haddin,False,False,Wicketkeeper batsman,True,Right-hand bat,,Kolkata Knight Riders,2012,R,,,,
Iqbal Abdulla,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Kolkata Knight Riders,2012,L,L,slow,spin,sla
Chirag Jani,False,False,,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2012,R,R,med,seam,
Jacques Kallis,False,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Kolkata Knight Riders,2012,R,R,fast,seam,
Brett Lee,False,False,Bowler,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2012,R,R,fast,seam,
Brendon McCullum,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2012,R,R,med,seam,
Mohammed Shami,False,False,Bowler,False,Right-hand bat,Right-arm fast,Kolkata Knight Riders,2012,R,R,fast,seam,
Eoin Morgan,False,False,Middle-order batsman,False,Left-hand bat,Right-arm medium,Kolkata Knight Riders,2012,L,R,med,seam,
Sunil Narine,False,False,Bowling allrounder,False,Left-hand bat,Right-arm offbreak,Kolkata Knight Riders,2012,L,R,slow,spin,os
Yusuf Pathan,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Kolkata Knight Riders,2012,R,R,slow,spin,os
James Pattinson,False,False,Bowler,False,Left-hand bat,Right-arm fast-medium,Kolkata Knight Riders,2012,L,R,fast,seam,
Sanju Samson,False,False,Wicketkeeper batsman,True,Right-hand bat,,Kolkata Knight Riders,2012,R,,,,
Pradeep Sangwan,False,False,Bowler,False,Right-hand bat,Left-arm medium,Kolkata Knight Riders,2012,R,L,med,seam,
Iresh Saxena,False,False,,False,Right-hand bat,Slow left-arm orthodox,Kolkata Knight Riders,2012,R,L,slow,spin,sla
Shakib Al Hasan,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Kolkata Knight Riders,2012,L,L,slow,spin,sla
Laxmi Shukla,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Kolkata Knight Riders,2012,R,R,med,seam,
Ryan ten Doeschate,False,False,Allrounder,False,Right-hand bat,Right-arm medium-fast,Kolkata Knight Riders,2012,R,R,med,seam,
Manoj Tiwary,False,False,Batsman,False,Right-hand bat,Legbreak googly,Kolkata Knight Riders,2012,R,R,slow,spin,ls
Jaydev Unadkat,False,False,Bowler,False,Right-hand bat,Left-arm medium,Kolkata Knight Riders,2012,R,L,med,seam,
Harbhajan Singh,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2012,R,R,slow,spin,os
Abu Nechim,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Mumbai Indians,2012,R,R,med,seam,
Amitoze Singh,False,False,,False,Right-hand bat,Right-arm medium,Mumbai Indians,2012,R,R,med,seam,
Aiden Blizzard,False,False,Batsman,False,Left-hand bat,Left-arm medium,Mumbai Indians,2012,L,L,med,seam,
Yuzvendra Chahal,False,False,Bowler,False,Right-hand bat,Legbreak googly,Mumbai Indians,2012,R,R,slow,spin,ls
James Franklin,False,False,Allrounder,False,Left-hand bat,Left-arm medium,Mumbai Indians,2012,L,L,med,seam,
Herschelle Gibbs,False,False,,False,Right-hand bat,Right-arm bowler,Mumbai Indians,2012,R,R,slow,other,
Davy Jacobs,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Mumbai Indians,2012,R,R,med,seam,
Dinesh Karthik,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm offbreak,Mumbai Indians,2012,R,R,slow,spin,os
Kuldeep Yadav,False,False,Bowler,False,Left-hand bat,Left-arm wrist-spin,Mumbai Indians,2012,L,L,slow,spin,lls
Dhawal Kulkarni,False,False,Bowler,False,Right-hand bat,Right-arm medium,Mumbai Indians,2012,R,R,med,seam,
Richard Levi,False,False,Opening batsman,False,Right-hand bat,Right-arm medium,Mumbai Indians,2012,R,R,med,seam,
Clint McKay,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Mumbai Indians,2012,R,R,fast,seam,
Lasith Malinga,False,False,Bowler,False,Right-hand bat,Right-arm fast,Mumbai Indians,2012,R,R,fast,seam,
Sushant Marathe,False,False,Wicketkeeper,True,Left-hand bat,Legbreak googly,Mumbai Indians,2012,L,R,slow,spin,ls
Pragyan Ojha,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2012,L,L,slow,spin,sla
Munaf Patel,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Mumbai Indians,2012,R,R,med,seam,
Thisara Perera,False,False,Bowling allrounder,False,Left-hand bat,Right-arm medium-fast,Mumbai Indians,2012,L,R,med,seam,
Robin Peterson,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Mumbai Indians,2012,L,L,slow,spin,sla
Kieron Pollard,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Mumbai Indians,2012,R,R,med,seam,
Ambati Rayudu,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2012,R,R,slow,spin,os
Jaydev Shah,False,False,Batsman,False,Left-hand bat,Right-arm offbreak,Mumbai Indians,2012,L,R,slow,spin,os
Rohit Sharma,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2012,R,R,slow,spin,os
RP Singh,False,False,Bowler,False,Right-hand bat,Left-arm fast-medium,Mumbai Indians,2012,R,L,fast,seam,
Dwayne Smith,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Mumbai Indians,2012,R,R,med,seam,
Tirumalasetti Suman,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2012,R,R,slow,spin,os
Pawan Suyal,False,False,Bowler,False,Right-hand bat,Left-arm medium,Mumbai Indians,2012,R,L,med,seam,
Aditya Tare,False,False,Wicketkeeper,True,Right-hand bat,,Mumbai Indians,2012,R,,,,
Sachin Tendulkar,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Mumbai Indians,2012,R,R,slow,spin,os
Suryakumar Yadav,False,False,Batsman,False,Right-hand bat,Right-arm medium,Mumbai Indians,2012,R,R,med,seam,
Mitchell Johnson,False,True,Bowler,False,Left-hand bat,Left-arm fast,Mumbai Indians,2012,L,L,fast,seam,
Sourav Ganguly,False,False,Batsman,False,Left-hand bat,Right-arm medium,Pune Warriors,2012,L,R,med,seam,
Michael Clarke,False,False,Middle-order batsman,False,Right-hand bat,Slow left-arm orthodox,Pune Warriors,2012,R,L,slow,spin,sla
Ashok Dinda,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Pune Warriors,2012,R,R,med,seam,
Callum Ferguson,False,False,Middle-order batsman,False,Right-hand bat,Right-arm medium,Pune Warriors,2012,R,R,med,seam,
Raiphi Gomez,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Pune Warriors,2012,R,R,med,seam,
Harpreet Singh,False,False,Batsman,False,Left-hand bat,Right-arm medium,Pune Warriors,2012,L,R,med,seam,
Dheeraj Jadhav,False,False,Batsman,False,Left-hand bat,Right-arm offbreak,Pune Warriors,2012,L,R,slow,spin,os
Murali Kartik,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Pune Warriors,2012,L,L,slow,spin,sla
Harshad Khadiwale,False,False,Opening batsman,False,Right-hand bat,Right-arm medium-fast,Pune Warriors,2012,R,R,med,seam,
Bhuvneshwar Kumar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Pune Warriors,2012,R,R,med,seam,
Nathan McCullum,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Pune Warriors,2012,R,R,slow,spin,os
Mithun Manhas,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Pune Warriors,2012,R,R,slow,spin,os
Angelo Mathews,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Pune Warriors,2012,R,R,med,seam,
Mohnish  Mishra,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Pune Warriors,2012,R,R,slow,spin,os
Ashish Nehra,False,False,Bowler,False,Right-hand bat,Left-arm medium-fast,Pune Warriors,2012,R,L,med,seam,
Manish Pandey,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Pune Warriors,2012,R,R,med,seam,
Wayne Parnell,False,False,Bowler,False,Left-hand bat,Left-arm medium-fast,Pune Warriors,2012,L,L,med,seam,
Sachin Rana,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Pune Warriors,2012,R,R,med,seam,
Jesse Ryder,False,False,Allrounder,False,Left-hand bat,Right-arm medium,Pune Warriors,2012,L,R,med,seam,
Marlon Samuels,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Pune Warriors,2012,R,R,slow,spin,os
Rahul Sharma,False,False,Bowler,False,Right-hand bat,Legbreak googly,Pune Warriors,2012,R,R,slow,spin,ls
Graeme Smith,False,False,Opening batsman,False,Left-hand bat,Right-arm offbreak,Pune Warriors,2012,L,R,slow,spin,os
Steven Smith,False,False,Middle-order batsman,False,Right-hand bat,Legbreak googly,Pune Warriors,2012,R,R,slow,spin,ls
Tamim Iqbal,False,False,Opening batsman,False,Left-hand bat,,Pune Warriors,2012,L,,,,
Alfonso Thomas,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Pune Warriors,2012,R,R,fast,seam,
Krishnakant  Upadhyay,False,False,,False,Right-hand bat,Right-arm medium,Pune Warriors,2012,R,R,med,seam,
Robin Uthappa,False,False,Batsman,False,Right-hand bat,Right-arm medium,Pune Warriors,2012,R,R,med,seam,
Shrikant Wagh,False,False,Allrounder,False,Left-hand bat,Left-arm medium-fast,Pune Warriors,2012,L,L,med,seam,
Luke Wright,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Pune Warriors,2012,R,R,med,seam,
James Hopes,False,True,Allrounder,False,Right-hand bat,Right-arm medium,Pune Warriors,2012,R,R,med,seam,
Mitchell Marsh,False,True,Allrounder,False,Right-hand bat,Right-arm medium,Pune Warriors,2012,R,R,med,seam,
Yuvraj Singh,False,True,Middle-order batsman,False,Left-hand bat,Slow left-arm orthodox,Pune Warriors,2012,L,L,slow,spin,sla
Rahul Dravid,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2012,R,R,slow,spin,os
Stuart Binny,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2012,R,R,med,seam,
Johan Botha,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2012,R,R,slow,spin,os
Deepak Chahar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2012,R,R,med,seam,
Ajit  Chandila,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2012,R,R,slow,spin,os
Dinesh Chandimal,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2012,R,R,slow,spin,os
Ankeet Chavan,False,False,Batsman,False,Left-hand bat,Slow left-arm orthodox,Rajasthan Royals,2012,L,L,slow,spin,sla
Aakash Chopra,False,False,Batsman,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2012,R,R,med,seam,
Paul Collingwood,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2012,R,R,med,seam,
Kevon Cooper,False,False,Allrounder,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2012,R,R,med,seam,
Samad Fallah,False,False,Bowler,False,Left-hand bat,Left-arm medium,Rajasthan Royals,2012,L,L,med,seam,
Faiz Fazal,False,False,Opening batsman,False,Left-hand bat,Right-arm medium,Rajasthan Royals,2012,L,R,med,seam,
Shreevats Goswami,False,False,Wicketkeeper batsman,True,Left-hand bat,,Rajasthan Royals,2012,L,,,,
Brad Hodge,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2012,R,R,slow,spin,os
Brad Hogg,False,False,Allrounder,False,Left-hand bat,Left-arm wrist-spin,Rajasthan Royals,2012,L,L,slow,spin,lls
Ashok Menaria,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Rajasthan Royals,2012,L,L,slow,spin,sla
Sumit Narwal,False,False,Allrounder,False,Left-hand bat,Right-arm medium,Rajasthan Royals,2012,L,R,med,seam,
Pankaj Singh,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Rajasthan Royals,2012,R,R,med,seam,
Amit Paunikar,False,False,Wicketkeeper batsman,True,Right-hand bat,,Rajasthan Royals,2012,R,,,,
Ajinkya Rahane,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2012,R,R,med,seam,
Owais Shah,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Rajasthan Royals,2012,R,R,slow,spin,os
Pinal Shah,False,False,Wicketkeeper batsman,True,Right-hand bat,,Rajasthan Royals,2012,R,,,,
Amit Singh,False,False,Bowler,False,Right-hand bat,Right-arm medium-fast,Rajasthan Royals,2012,R,R,med,seam,
Sreesanth,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Rajasthan Royals,2012,R,R,fast,seam,
Shaun Tait,False,False,Bowler,False,Right-hand bat,Right-arm fast,Rajasthan Royals,2012,R,R,fast,seam,
Siddharth Trivedi,False,False,Bowler,False,Right-hand bat,Right-arm medium,Rajasthan Royals,2012,R,R,med,seam,
Shane Watson,False,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Rajasthan Royals,2012,R,R,fast,seam,
Dishant Yagnik,False,False,Wicketkeeper,True,Left-hand bat,,Rajasthan Royals,2012,L,,,,
Daniel Vettori,False,False,Allrounder,False,Left-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2012,L,L,slow,spin,sla
Mayank Agarwal,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2012,R,R,slow,spin,os
KP Appanna,False,False,,False,Right-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2012,R,L,slow,spin,sla
Arun Karthik,False,False,Batsman,False,Right-hand bat,Legbreak googly,Royal Challengers Bangalore,2012,R,R,slow,spin,ls
AB de Villiers,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2012,R,R,med,seam,
Tillakaratne Dilshan,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2012,R,R,slow,spin,os
Chidhambaram Gautam,False,False,Wicketkeeper,True,Right-hand bat,,Royal Challengers Bangalore,2012,R,,,,
Chris Gayle,False,False,Allrounder,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2012,L,R,slow,spin,os
Mohammad Kaif,False,False,Batsman,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2012,R,R,slow,spin,os
Zaheer Khan,False,False,Bowler,False,Right-hand bat,Left-arm fast-medium,Royal Challengers Bangalore,2012,R,L,fast,seam,
Virat Kohli,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2012,R,R,med,seam,
Charl Langeveldt,False,False,Bowler,False,Right-hand bat,Right-arm fast-medium,Royal Challengers Bangalore,2012,R,R,fast,seam,
Andrew McDonald,False,False,Allrounder,False,Right-hand bat,Right-arm fast-medium,Royal Challengers Bangalore,2012,R,R,fast,seam,
Abhimanyu Mithun,False,False,Bowler,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2012,R,R,med,seam,
Muttiah Muralitharan,False,False,Bowler,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2012,R,R,slow,spin,os
Karun Nair,False,False,Top-order batsman,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2012,R,R,slow,spin,os
Dirk Nannes,False,False,Bowler,False,Right-hand bat,Left-arm fast,Royal Challengers Bangalore,2012,R,L,fast,seam,
Ryan Ninan,False,False,Allrounder,False,Right-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2012,R,R,slow,spin,os
Prasanth Parameswaran,False,False,,False,Right-hand bat,Left-arm medium,Royal Challengers Bangalore,2012,R,L,med,seam,
Harshal Patel,False,False,Bowler,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2012,R,R,med,seam,
Luke Pomersbach,False,False,Batsman,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2012,L,R,slow,spin,os
Cheteshwar Pujara,False,False,Top-order batsman,False,Right-hand bat,Legbreak,Royal Challengers Bangalore,2012,R,R,slow,spin,ls
Rilee Rossouw,False,False,Top-order batsman,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2012,L,R,slow,spin,os
Jamaluddin Syed Mohammad,False,False,Bowler,False,Left-hand bat,Slow left-arm orthodox,Royal Challengers Bangalore,2012,L,L,slow,spin,sla
Saurabh Tiwary,False,False,Top-order batsman,False,Left-hand bat,,Royal Challengers Bangalore,2012,L,,,,
Vinay Kumar,False,False,Bowler,False,Right-hand bat,Right-arm medium,Royal Challengers Bangalore,2012,R,R,med,seam,
Vijay Zol,False,False,,False,Left-hand bat,Right-arm offbreak,Royal Challengers Bangalore,2012,L,R,slow,spin,os
Sreenath Aravind,False,True,Bowler,False,Left-hand bat,Left-arm medium-fast,Royal Challengers Bangalore,2012,L,L,med,seam,
MS Dhoni,False,False,Wicketkeeper batsman,True,Right-hand bat,Right-arm medium,Chennai Super Kings,2011,R,R,med,seam,
Srikkanth Anirudha,False,False,Top-order batsman,False,Right-hand bat,,Chennai Super Kings,2011,R,,,,
Ravichandran Ashwin,False,False,Bowling allrounder,False,Right-hand bat,Right-arm offbreak,Chennai Super Kings,2011,R,R,slow,spin,os
S Badrinath,False,False,Middle-order batsman,False,Right-hand bat,Right-arm offbreak,Chennai Super Kings,2011,R,R,slow,spin,os
George Bailey,False,False,Top-order batsman,False,Right-hand bat,Right-arm medium,Chennai Super Kings,2011,R,R,med,seam,
