match_id,venue,match_type,city,date,full_league,team_one,team_two,inn_one,inn_two,winner,margin,inn_one_score,inn_one_wickets,inn_two_score,inn_two_wickets
1136620,"Wankhede Stadium, Mumbai",Final (N),Mumbai,2018-05-27,Indian Premier League,Sunrisers Hyderabad,Chennai Super Kings,178/6,181/2,Chennai Super Kings,8 wickets,178,6,181,2
1136619,"Eden Gardens, Kolkata",Qualifier 2 (N),Kolkata,2018-05-25,Indian Premier League,Sunrisers Hyderabad,Kolkata Knight Riders,174/7,160/9,Sunrisers Hyderabad,14 runs,174,7,160,9
1136618,"Eden Gardens, Kolkata",Eliminator (N),Kolkata,2018-05-23,Indian Premier League,Kolkata Knight Riders,Rajasthan Royals,169/7,144/4,Kolkata Knight Riders,25 runs,169,7,144,4
1136617,"Wankhede Stadium, Mumbai",Qualifier 1 (N),Mumbai,2018-05-22,Indian Premier League,Sunrisers Hyderabad,Chennai Super Kings,139/7,140/8,Chennai Super Kings,2 wickets,139,7,140,8
1136616,"Maharashtra Cricket Association Stadium, Pune",56th match (N),Pune,2018-05-20,Indian Premier League,Kings XI Punjab,Chennai Super Kings,153,159/5,Chennai Super Kings,5 wickets,153,10,159,5
1136615,"Arun Jaitley Stadium, Delhi",55th match (D/N),Delhi,2018-05-20,Indian Premier League,Delhi Daredevils,Mumbai Indians,174/4,163,Delhi Daredevils,11 runs,174,4,163,10
1136614,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",54th match (N),Hyderabad,2018-05-19,Indian Premier League,Sunrisers Hyderabad,Kolkata Knight Riders,172/9,173/5,Kolkata Knight Riders,5 wickets,172,9,173,5
1136613,"Sawai Mansingh Stadium, Jaipur",53rd match (D/N),Jaipur,2018-05-19,Indian Premier League,Rajasthan Royals,Royal Challengers Bangalore,164/5,134,Rajasthan Royals,30 runs,164,5,134,10
1136612,"Arun Jaitley Stadium, Delhi",52nd match (N),Delhi,2018-05-18,Indian Premier League,Delhi Daredevils,Chennai Super Kings,162/5,128/6,Delhi Daredevils,34 runs,162,5,128,6
1136611,"M.Chinnaswamy Stadium, Bengaluru",51st match (N),Bengaluru,2018-05-17,Indian Premier League,Royal Challengers Bangalore,Sunrisers Hyderabad,218/6,204/3,Royal Challengers Bangalore,14 runs,218,6,204,3
1136610,"Wankhede Stadium, Mumbai",50th match (N),Mumbai,2018-05-16,Indian Premier League,Mumbai Indians,Kings XI Punjab,186/8,183/5,Mumbai Indians,3 runs,186,8,183,5
