match_id,venue,match_type,city,date,full_league,team_one,team_two,inn_one,inn_two,winner,margin,inn_one_score,inn_one_wickets,inn_two_score,inn_two_wickets
981019,"M.Chinnaswamy Stadium, Bengaluru",Final (N),Bengaluru,2016-05-29,Indian Premier League,Sunrisers Hyderabad,Royal Challengers Bangalore,208/7,200/7,Sunrisers Hyderabad,8 runs,208,7,200,7
981017,"Arun Jaitley Stadium, Delhi",Qualifier 2 (N),Delhi,2016-05-27,Indian Premier League,Gujarat Lions,Sunrisers Hyderabad,162/7,163/6,Sunrisers Hyderabad,4 wickets,162,7,163,6
981015,"Arun Jaitley Stadium, Delhi",Eliminator (N),Delhi,2016-05-25,Indian Premier League,Sunrisers Hyderabad,Kolkata Knight Riders,162/8,140/8,Sunrisers Hyderabad,22 runs,162,8,140,8
981013,"M.Chinnaswamy Stadium, Bengaluru",Qualifier 1 (N),Bengaluru,2016-05-24,Indian Premier League,Gujarat Lions,Royal Challengers Bangalore,158,159/6,Royal Challengers Bangalore,4 wickets,158,10,159,6
981011,"Shaheed Veer Narayan Singh International Stadium, Raipur",56th match (N),Raipur,2016-05-22,Indian Premier League,Delhi Daredevils,Royal Challengers Bangalore,138/8,139/4,Royal Challengers Bangalore,6 wickets,138,8,139,4
981009,"Eden Gardens, Kolkata",55th match (D/N),Kolkata,2016-05-22,Indian Premier League,Kolkata Knight Riders,Sunrisers Hyderabad,171/6,149/8,Kolkata Knight Riders,22 runs,171,6,149,8
981007,"Green Park, Kanpur",54th match (N),Kanpur,2016-05-21,Indian Premier League,Mumbai Indians,Gujarat Lions,172/8,173/4,Gujarat Lions,6 wickets,172,8,173,4
981005,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",53rd match (D/N),Visakhapatnam,2016-05-21,Indian Premier League,Kings XI Punjab,Rising Pune Supergiants,172/7,173/6,Rising Pune Supergiants,4 wickets,172,7,173,6
981003,"Shaheed Veer Narayan Singh International Stadium, Raipur",52nd match (N),Raipur,2016-05-20,Indian Premier League,Sunrisers Hyderabad,Delhi Daredevils,158/7,161/4,Delhi Daredevils,6 wickets,158,7,161,4
981001,"Green Park, Kanpur",51st match (N),Kanpur,2016-05-19,Indian Premier League,Kolkata Knight Riders,Gujarat Lions,124/8,125/4,Gujarat Lions,6 wickets,124,8,125,4
980999,"M.Chinnaswamy Stadium, Bengaluru",50th match (N),Bengaluru,2016-05-18,Indian Premier League,Royal Challengers Bangalore,Kings XI Punjab,211/3,120/9,Royal Challengers Bangalore,82 runs,211,3,120,9
980997,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",49th match (N),Visakhapatnam,2016-05-17,Indian Premier League,Delhi Daredevils,Rising Pune Supergiants,121/6,76/1,Rising Pune Supergiants,19 runs,121,6,76,1
980995,"Eden Gardens, Kolkata",48th match (N),Kolkata,2016-05-16,Indian Premier League,Kolkata Knight Riders,Royal Challengers Bangalore,183/5,186/1,Royal Challengers Bangalore,9 wickets,183,5,186,1
980993,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",47th match (N),Visakhapatnam,2016-05-15,Indian Premier League,Mumbai Indians,Delhi Daredevils,206/4,126,Mumbai Indians,80 runs,206,4,126,10
980991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",46th match (D/N),Chandigarh,2016-05-15,Indian Premier League,Kings XI Punjab,Sunrisers Hyderabad,179/4,180/3,Sunrisers Hyderabad,7 wickets,179,4,180,3
980989,"Eden Gardens, Kolkata",45th match (N),Kolkata,2016-05-14,Indian Premier League,Rising Pune Supergiants,Kolkata Knight Riders,103/6,66/2,Kolkata Knight Riders,8 wickets,103,6,66,2
980987,"M.Chinnaswamy Stadium, Bengaluru",44th match (D/N),Bengaluru,2016-05-14,Indian Premier League,Royal Challengers Bangalore,Gujarat Lions,248/3,104,Royal Challengers Bangalore,144 runs,248,3,104,10
980985,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",43rd match (N),Visakhapatnam,2016-05-13,Indian Premier League,Mumbai Indians,Kings XI Punjab,124/9,127/3,Kings XI Punjab,7 wickets,124,9,127,3
980983,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",42nd match (N),Hyderabad,2016-05-12,Indian Premier League,Sunrisers Hyderabad,Delhi Daredevils,146/8,150/3,Delhi Daredevils,7 wickets,146,8,150,3
