match_id,venue,match_type,city,date,full_league,team_one,team_two,inn_one,inn_two,winner,margin,inn_one_score,inn_one_wickets,inn_two_score,inn_two_wickets
1231146,"National Stadium, Karachi",Final (N),Karachi,2020-11-17,Pakistan Super League,Lahore Qalandars,Karachi Kings,134/7,135/5,Karachi Kings,5 wickets,134,7,135,5
1211675,"National Stadium, Karachi",Eliminator 2 (N),Karachi,2020-11-15,Pakistan Super League,Lahore Qalandars,Multan Sultans,182/6,157,Lahore Qalandars,25 runs,182,6,157,10
1211673,"National Stadium, Karachi",Eliminator 1 (N),Karachi,2020-11-14,Pakistan Super League,Peshawar Zalmi,Lahore Qalandars,170/9,171/5,Lahore Qalandars,5 wickets,170,9,171,5
1211672,"National Stadium, Karachi",Qualifier,Karachi,2020-11-14,Pakistan Super League,Multan Sultans,Karachi Kings,141/7,141/8,Karachi Kings,Super Over,141,7,141,8
1211671,"National Stadium, Karachi",30th Match (N),Karachi,2020-03-15,Pakistan Super League,Karachi Kings,Quetta Gladiators,150/5,154/5,Quetta Gladiators,5 wickets,150,5,154,5
1211670,"Gaddafi Stadium, Lahore",29th Match,Lahore,2020-03-15,Pakistan Super League,Multan Sultans,Lahore Qalandars,186/6,191/1,Lahore Qalandars,9 wickets,186,6,191,1
1211669,"National Stadium, Karachi",28th Match (N),Karachi,2020-03-14,Pakistan Super League,Islamabad United,Karachi Kings,136/6,137/6,Karachi Kings,4 wickets,136,6,137,6
1211668,"National Stadium, Karachi",27th Match (N),Karachi,2020-03-13,Pakistan Super League,Multan Sultans,Peshawar Zalmi,154/6,151/8,Multan Sultans,3 runs,154,6,151,8
1211667,"National Stadium, Karachi",26th Match (N),Karachi,2020-03-12,Pakistan Super League,Lahore Qalandars,Karachi Kings,150/5,151/0,Karachi Kings,10 wickets,150,5,151,0
1211666,"Gaddafi Stadium, Lahore",25th Match (N),Lahore,2020-03-11,Pakistan Super League,Multan Sultans,Quetta Gladiators,,,,,,,,
1211665,"Gaddafi Stadium, Lahore",24th Match (N),Lahore,2020-03-10,Pakistan Super League,Peshawar Zalmi,Lahore Qalandars,187/7,189/5,Lahore Qalandars,5 wickets,187,7,189,5
1211664,"Gaddafi Stadium, Lahore",23rd Match (N),Lahore,2020-03-08,Pakistan Super League,Karachi Kings,Lahore Qalandars,187/5,190/2,Lahore Qalandars,8 wickets,187,5,190,2
