match_id,venue,match_type,city,date,full_league,team_one,team_two,inn_one,inn_two,winner,margin,inn_one_score,inn_one_wickets,inn_two_score,inn_two_wickets
1076009,"Gaddafi Stadium, Lahore",Final,Lahore,2017-03-05,Pakistan Super League,Peshawar Zalmi,Quetta Gladiators,148/6,90,Peshawar Zalmi,58 runs,148,6,90,10
1076008,Dubai International Cricket Stadium,3rd Qualifying Final,Dubai,2017-03-03,Pakistan Super League,Peshawar Zalmi,Karachi Kings,181/3,157/7,Peshawar Zalmi,24 runs,181,3,157,7
1076007,Sharjah Cricket Stadium,2nd Qualifying Final,Sharjah,2017-03-01,Pakistan Super League,Karachi Kings,Islamabad United,126,82,Karachi Kings,44 runs,126,10,82,10
1076006,Sharjah Cricket Stadium,1st Qualifying Final,Sharjah,2017-02-28,Pakistan Super League,Quetta Gladiators,Peshawar Zalmi,200/7,199/9,Quetta Gladiators,1 run,200,7,199,9
1076005,Dubai International Cricket Stadium,20th Match,Dubai,2017-02-26,Pakistan Super League,Islamabad United,Karachi Kings,123/7,127/4,Karachi Kings,6 wickets,123,7,127,4
1076004,Dubai International Cricket Stadium,19th Match,Dubai,2017-02-25,Pakistan Super League,Quetta Gladiators,Peshawar Zalmi,128,130/8,Peshawar Zalmi,2 wickets,128,10,130,8
1076003,Dubai International Cricket Stadium,18th Match,Dubai,2017-02-25,Pakistan Super League,Lahore Qalandars,Karachi Kings,155/6,158/5,Karachi Kings,5 wickets,155,6,158,5
1076002,Dubai International Cricket Stadium,17th Match,Dubai,2017-02-24,Pakistan Super League,Islamabad United,Quetta Gladiators,165/6,164/5,Islamabad United,1 run,165,6,164,5
1076001,Dubai International Cricket Stadium,16th Match,Dubai,2017-02-24,Pakistan Super League,Peshawar Zalmi,Lahore Qalandars,166/6,149/9,Peshawar Zalmi,17 runs,166,6,149,9
1076000,Dubai International Cricket Stadium,15th Match,Dubai,2017-02-23,Pakistan Super League,Karachi Kings,Quetta Gladiators,154/6,158/4,Quetta Gladiators,6 wickets,154,6,158,4
1075999,Sharjah Cricket Stadium,14th Match,Sharjah,2017-02-20,Pakistan Super League,Islamabad United,Lahore Qalandars,145/8,146/9,Lahore Qalandars,1 wicket,145,8,146,9
1075998,Sharjah Cricket Stadium,13th Match,Sharjah,2017-02-19,Pakistan Super League,Karachi Kings,Peshawar Zalmi,174/4,165,Karachi Kings,9 runs,174,4,165,10
1075997,Sharjah Cricket Stadium,12th Match,Sharjah,2017-02-18,Pakistan Super League,Peshawar Zalmi,Islamabad United,136/9,137/5,Islamabad United,5 wickets,136,9,137,5
1075996,Sharjah Cricket Stadium,11th Match,Sharjah,2017-02-18,Pakistan Super League,Lahore Qalandars,Quetta Gladiators,200/3,202/5,Quetta Gladiators,5 wickets,200,3,202,5
1075995,Sharjah Cricket Stadium,10th Match,Sharjah,2017-02-17,Pakistan Super League,Islamabad United,Karachi Kings,90/8,75/4,Karachi Kings,8 runs,90,8,75,4
1075994,Sharjah Cricket Stadium,9th Match,Sharjah,2017-02-17,Pakistan Super League,Peshawar Zalmi,Quetta Gladiators,,,,,,,,
1075993,Sharjah Cricket Stadium,8th Match,Sharjah,2017-02-16,Pakistan Super League,Lahore Qalandars,Karachi Kings,179/8,172/8,Lahore Qalandars,7 runs,179,8,172,8
1075992,Sharjah Cricket Stadium,7th Match,Sharjah,2017-02-15,Pakistan Super League,Quetta Gladiators,Islamabad United,148/6,149/5,Islamabad United,5 wickets,148,6,149,5
1075991,Dubai International Cricket Stadium,6th Match,Dubai,2017-02-12,Pakistan Super League,Lahore Qalandars,Peshawar Zalmi,59,60/7,Peshawar Zalmi,3 wickets,59,10,60,7
1075990,Dubai International Cricket Stadium,5th Match,Dubai,2017-02-11,Pakistan Super League,Karachi Kings,Quetta Gladiators,159/8,160/3,Quetta Gladiators,7 wickets,159,8,160,3
1075989,Dubai International Cricket Stadium,4th Match,Dubai,2017-02-11,Pakistan Super League,Islamabad United,Lahore Qalandars,158/7,160/4,Lahore Qalandars,6 wickets,158,7,160,4
1075988,Dubai International Cricket Stadium,3rd Match,Dubai,2017-02-10,Pakistan Super League,Karachi Kings,Peshawar Zalmi,118/7,119/3,Peshawar Zalmi,7 wickets,118,7,119,3
1075987,Dubai International Cricket Stadium,2nd Match,Dubai,2017-02-10,Pakistan Super League,Quetta Gladiators,Lahore Qalandars,136/9,128,Quetta Gladiators,8 runs,136,9,128,10
1075986,Dubai International Cricket Stadium,1st Match,Dubai,2017-02-09,Pakistan Super League,Peshawar Zalmi,Islamabad United,190/9,175/3,Islamabad United,7 wickets,190,9,175,3
